A1BG	0 257 512 7 0 0 32 0 0 221 208 45 0 0 16 0 84 0 0 0 92 0 6 25 67
A1BG.AS1	419 162 292 3363 0 4 21 357 125 0 417 0 0 880 202 67 102 28 374 18 231 0 1 48 28
A1CF	60 179 0 0 0 0 0 0 0 0 0 0 13 0 0 0 0 0 0 0 0 0 0 0 0
A2M.AS1	170 259 255 0 182 0 706 431 547 0 0 0 0 542 902 65 139 623 572 0 0 51 56 0 113
A2ML1	18 0 0 0 0 114 0 0 0 0 0 0 0 27 24 0 65 0 0 0 43 0 3 0 58
A2MP1	63 0 21 0 0 0 0 0 0 13 0 0 0 0 0 0 207 0 0 146 0 0 0 464 0
A4GALT	289 45 63 15 385 167 0 94 0 0 0 20 83 0 4 28 70 303 0 30 127 311 101 0 85
A4GNT	1 117 9 0 0 0 405 0 0 0 18 0 0 0 0 6 363 0 0 6 0 0 21 0 0
AA06	120 134 0 0 0 0 0 0 0 0 0 0 27 0 0 0 84 0 0 102 0 0 0 0 0
AAAS	0 15735 0 1899 10741 0 1235 1477 4273 1 5199 2385 747 3050 4470 5930 10046 85 1217 1220 1475 5986 3150 2063 12936
AACS	334 1296 452 0 253 0 763 0 2 1265 1031 0 277 820 686 422 436 1622 797 158 250 325 31 60 0
AACSP1	316 0 173 0 6 63 0 0 0 0 77 0 0 0 0 170 14 248 142 4 0 0 0 0 0
AADAC	118 0 0 0 0 0 0 0 1 0 0 38 0 0 0 0 0 79 0 0 122 0 0 0 0
AADACL2	43 183 0 0 8 0 27 0 0 10 1 0 0 0 0 0 0 0 0 13 0 0 0 0 0
AADACL3	928 0 176 0 149 130 7 0 0 134 112 4 124 37 185 54 57 415 160 2 127 110 35 4 0
AADACL4	0 0 0 0 46 40 0 0 0 12 0 0 0 0 0 165 0 0 0 113 0 0 21 21 0
AADAT	683 41 76 0 0 0 10 0 0 12 221 0 21 73 117 112 66 337 82 9 0 84 44 0 18
AAED1	0 603 39 0 0 0 0 125 366 189 1551 0 0 0 1756 554 697 0 0 46 5 182 351 86 53
AAGAB	81 1243 0 2 0 4968 0 0 0 0 0 68 55 257 0 0 0 0 0 0 1954 0 380 111 0
AAK1	33 71 0 0 0 0 93 0 99 291 0 14 0 0 585 39 225 373 544 0 367 0 73 34 28
AAMDC	215 8870 208 156 774 6357 3316 122 1936 0 0 17 0 218 3686 224 3852 143 0 77 0 1462 1127 1852 0
AANAT	0 0 0 0 0 1 0 0 0 0 0 0 55 21 0 0 43 0 0 29 0 43 0 0 0
AAR2	433 9400 2384 2879 9637 2117 6021 820 6744 5050 621 61 619 3376 3917 2876 59 1000 7206 724 2262 7425 611 1589 32670
AARD	0 0 50 0 0 0 0 0 0 0 0 0 0 0 0 862 0 0 276 0 0 0 0 0 0
AARS	288 730 5813 4845 1730 995 285 180 1698 1666 6908 61 3347 2180 35 2427 644 2139 0 69 8248 4041 369 336 138
AARS2	0 654 318 349 735 0 515 0 455 917 0 0 1020 0 1229 161 833 610 60 133 242 213 705 56 814
AARSD1	25 9345 0 4181 3300 8614 832 3095 5811 1944 1917 89 0 1284 4563 2300 2440 820 1476 348 1301 2616 2634 557 604
AASDH	0 691 0 16 0 0 285 241 0 0 1009 9 0 151 3 587 445 8 0 160 431 718 70 97 73
AASDHPPT	471 2346 1416 2205 193 693 540 1438 347 1272 8268 364 391 711 0 7502 0 124 6624 301 3904 3247 0 0 988
AASS	128 2347 383 0 338 0 250 79 1 0 0 47 377 210 0 299 1509 914 0 208 1237 291 47 132 565
AATK	33 425 0 0 0 0 0 0 0 0 0 0 0 0 0 0 188 0 0 0 0 0 0 4 0
AATK.AS1	16 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ABAT	0 1247 235 0 283 0 193 0 175 518 53 0 168 30 335 178 762 1813 818 33 572 600 29 95 351
ABCA1	257 293 167 0 0 0 97 0 197 0 5 0 0 0 285 272 101 908 145 112 866 0 101 63 351
ABCA10	266 161 0 0 0 101 566 0 24 0 0 6 0 0 0 0 631 0 0 13 0 73 23 62 0
ABCA11P	665 201 221 310 0 0 86 255 697 717 15 0 0 108 0 8 209 582 493 36 764 0 90 33 102
ABCA12	0 0 22 30 0 0 34 0 0 0 0 0 0 0 0 6 17 16 0 12 1 0 0 2 25
ABCA13	231 0 20 0 17 0 0 0 0 0 0 0 0 0 8 0 0 64 42 0 17 0 0 0 0
ABCA17P	27 0 0 0 0 0 0 0 0 14 0 1 0 0 0 0 98 0 2 31 1 25 0 16 250
ABCA2	63 626 486 451 3 324 181 484 647 0 931 0 92 0 655 420 338 0 0 68 0 409 0 195 364
ABCA3	1746 179 156 140 83 190 0 71 117 121 223 0 481 150 234 200 136 742 277 0 310 93 60 36 0
ABCA4	93 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 34 0 0 0 0 0 0 0 0
ABCA5	74 806 184 1063 1480 291 148 550 459 515 22 13 0 497 18 101 314 373 368 65 814 390 162 177 429
ABCA6	1413 251 491 459 42 0 90 0 773 0 174 3 593 178 441 628 359 1897 0 124 759 681 238 163 3
ABCA7	46 1569 0 0 0 1 0 0 424 55 250 43 475 0 0 0 220 0 0 223 255 0 1016 0 1665
ABCA8	255 0 0 0 156 0 0 0 0 0 168 0 130 0 330 511 0 169 181 73 0 122 0 0 0
