A1BG	461 443 80 74 514
A1BG.AS1	1422 603 0 20 5094
A1CF	58 190 0 0 4
A2M.AS1	617 1022 1469 193 2312
A2ML1	32 61 163 36 60
A2MP1	95 819 0 0 0
A4GALT	726 711 82 213 488
A4GNT	0 726 220 0 0
AA06	140 327 0 0 0
AAAS	4928 43719 16702 10223 19748
AACS	4343 2795 1447 346 2349
AACSP1	717 133 11 133 219
AADAC	284 33 0 41 0
AADACL2	33 252 0 0 0
AADACL3	1823 384 157 120 466
AADACL4	52 173 1 192 0
AADAT	1366 337 28 62 213
AAED1	2412 1517 201 565 1908
AAGAB	2318 1858 2542 1428 973
AAK1	1234 376 390 348 521
AAMDC	0 18173 7313 1334 7792
AANAT	0 50 108 0 34
AAR2	481 24297 62131 2938 20654
AARD	573 0 0 615 0
AARS	22038 2980 2632 2105 19417
AARS2	1274 2647 2446 1208 2444
AARSD1	5745 16846 12121 6184 19200
AASDH	1957 1403 896 209 529
AASDHPPT	24971 3542 5308 4416 5108
AASS	2373 5603 0 359 1027
AATK	22 628 0 0 0
AATK.AS1	16 0 3 0 0
ABAT	3125 3120 671 244 1328
ABCA1	1919 1225 150 408 518
ABCA10	188 1011 727 0 0
ABCA11P	2576 698 729 338 1251
ABCA12	9 24 87 0 45
ABCA13	344 55 0 0 0
ABCA17P	0 300 138 0 27
ABCA2	1408 1576 1180 114 2459
ABCA3	3640 899 140 217 849
ABCA4	86 0 41 0 0
ABCA5	1119 2507 1932 679 3076
ABCA6	4426 1574 0 797 2963
ABCA7	518 3364 1241 1015 104
ABCA8	1170 254 0 267 404
ABCA9	1302 170 245 9 0
ABCB1	1021 4912 0 0 2116
ABCB10	675 2676 1635 368 1824
ABCB11	71 397 0 0 0
ABCB4	2475 316 2624 58 697
ABCB5	13403 0 686 2530 880
ABCB6	2299 1339 1542 245 3524
ABCB7	8082 5767 10634 4068 10368
ABCB8	359 1190 2095 0 528
ABCB9	102 0 2 0 1237
ABCC1	3395 2067 398 223 2933
ABCC10	2997 2833 3012 642 3170
ABCC11	0 393 0 0 0
ABCC12	0 0 0 19 112
ABCC13	299 0 165 0 0
ABCC2	156 69 48 22 165
ABCC3	6866 1436 64 316 1297
ABCC4	5082 888 396 315 1325
ABCC5	2426 1755 1772 724 3368
ABCC5.AS1	0 0 0 0 73
ABCC6	74 0 0 32 39
ABCC6P1	154 37 0 0 0
ABCC6P2	801 436 221 131 389
ABCC8	115 3 61 3 0
ABCD1	0 289 0 1840 1473
ABCD2	1385 1424 1079 126 1176
ABCD3	2485 2743 4591 584 5193
ABCD4	5406 1019 2890 1120 4154
ABCE1	1605 3407 9828 1508 5342
ABCF1	3654 6222 10262 3109 7765
ABCF2	13720 23059 33480 2310 19008
